artist_track,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Cage The Elephant - Trouble,72.0,225973,0.0,0.47,0.623,0.0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,4
Coin - Talk too much,72.0,187133,0.0,0.598,0.888,4.0,-5.119,1,0.0807,0.00947,0.0,0.347,0.482,103.966,4
Bob Marley & The Wailers - Buffalo soldier,72.0,255840,0.0,0.929,0.463,9.0,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,4
"The Beatnuts, Method Man - Se acabo  - remix",72.0,212293,1.0,0.935,0.519,6.0,-6.482,0,0.31,0.156,0.0,0.425,0.884,96.97,4
Zach Hood - Isabelle,72.0,135000,0.0,0.678,0.716,10.0,-4.403,1,0.0342,0.196,0.0,0.102,0.627,109.981,4
Julian Sommer - Dicht im flieger,72.0,225882,0.0,0.607,0.958,8.0,-1.131,1,0.0866,0.0412,0.0,0.259,0.404,136.036,4
2Pac - Dear mama,72.0,280000,1.0,0.773,0.54,6.0,-7.123,1,0.103,0.371,0.0,0.131,0.322,84.115,4
"Maluma, The Weeknd - Hawái - remix",72.0,200481,0.0,0.766,0.788,6.0,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,4
Salem Ilese - Mad at disney,72.0,136838,0.0,0.738,0.621,0.0,-7.313,1,0.0486,0.424,7.39e-06,0.692,0.715,113.968,4
"The Alchemist, Earl Sweatshirt - E. coli",72.0,132147,1.0,0.322,0.555,11.0,-8.726,0,0.129,0.208,0.00437,0.325,0.397,96.019,3
Bachman-Turner Overdrive - You ain't seen nothing yet,72.0,234866,0.0,0.475,0.439,11.0,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,4
"Luis Fonsi, Daddy Yankee, Justin Bieber - Despacito - remix",72.0,228826,0.0,0.653,0.816,2.0,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,4
Dmx - Party up,72.0,268866,1.0,0.51,0.931,11.0,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,4
Bon Iver - Beach baby,72.0,160093,0.0,0.669,0.0809,0.0,-17.282,1,0.0365,0.983,0.41,0.114,0.0922,114.355,3
Anirudh Ravichander - Rolex theme - background score,72.0,53247,0.0,0.61,0.925,8.0,-4.01,1,0.114,0.00804,0.767,0.131,0.442,101.992,4
"J Balvin, Willy William - Mi gente",72.0,185040,0.0,0.548,0.704,11.0,-4.838,0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,4
"Bring Me The Horizon, Babymetal - Kingslayer",72.0,220041,1.0,0.434,0.929,1.0,-2.749,1,0.147,0.000207,0.00109,0.0916,0.428,92.541,4
"Anitta, J Balvin - Downtown",72.0,193456,0.0,0.775,0.679,4.0,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,4
Dan + Shay - Tequila,72.0,196746,0.0,0.489,0.581,11.0,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,4
Michael Bublé - Haven't met you yet,72.0,244586,0.0,0.615,0.733,8.0,-4.808,1,0.0335,0.152,0.0,0.109,0.796,122.58,4
The Rolling Stones - Angie,72.0,272000,0.0,0.429,0.554,9.0,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302,4
The Band - The weight - remastered 2000,72.0,274493,0.0,0.63,0.551,9.0,-9.28,1,0.0549,0.373,5.75e-05,0.103,0.518,143.868,4
Bring Me The Horizon - Drown,72.0,222093,0.0,0.405,0.94,1.0,-3.103,0,0.0844,0.000102,2.79e-05,0.719,0.24,143.126,4
Mgmt - Time to pretend,72.0,261000,1.0,0.438,0.94,2.0,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,3
"Aronchupa, Little Sis Nora - I'm an albatraoz",72.0,166848,1.0,0.883,0.817,0.0,-5.414,1,0.235,0.601,0.00449,0.11,0.595,128.078,4
"Kane Brown, Lauren Alaina - What ifs",72.0,188253,0.0,0.612,0.799,10.0,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,4
"Tiësto, Dzeko, Preme, Post Malone - Jackie chan",72.0,215759,1.0,0.747,0.834,3.0,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,4
"Alesso, Marshmello, James Bay - Chasing stars",72.0,170457,0.0,0.594,0.64,10.0,-6.865,1,0.033,0.0169,0.0,0.135,0.492,92.871,4
"Kane Brown, Blackbear - Memory",72.0,153337,0.0,0.434,0.889,9.0,-5.684,1,0.0509,0.395,0.0,0.273,0.845,113.326,5
"Lykke Li, The Magician - I follow rivers - the magician remix",72.0,280069,0.0,0.786,0.696,9.0,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,4
Jax - Like my father,72.0,183428,0.0,0.492,0.224,5.0,-8.098,1,0.0493,0.91,0.0,0.142,0.424,93.039,4
Dan + Shay - Speechless,72.0,213386,0.0,0.616,0.438,1.0,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,4
Tove Lo - No one dies from love,72.0,186018,0.0,0.652,0.801,0.0,-6.632,1,0.0576,0.0717,1.22e-06,0.264,0.346,121.099,4
Keshi - 2 soon,72.0,206511,1.0,0.517,0.663,6.0,-6.688,0,0.0375,0.146,0.0,0.322,0.146,174.032,4
Ado - 逆光 - ウタ from one piece film red,72.0,237862,0.0,0.563,0.901,10.0,-3.926,0,0.11,0.000382,4.81e-06,0.388,0.684,145.004,4
Ado - 私は最強 - ウタ from one piece film red,72.0,257915,0.0,0.574,0.858,4.0,-2.911,1,0.0469,0.205,0.0,0.344,0.658,95.954,4
Enhypen - Paradoxxx invasion,72.0,187490,0.0,0.727,0.863,1.0,-3.181,1,0.0879,0.0298,0.0,0.334,0.72,94.952,4
"Calvin Harris, Florence Welch - Sweet nothing",72.0,212560,0.0,0.573,0.929,8.0,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,4
Enhypen - Shout out,72.0,228115,0.0,0.495,0.844,2.0,-3.65,1,0.0671,0.00315,0.0,0.459,0.486,159.989,4
Keung To - 風雨不改,72.0,308053,0.0,0.319,0.198,0.0,-11.611,1,0.0402,0.942,8.65e-06,0.0817,0.287,62.925,4
Daddy Yankee - Dura,72.0,200480,0.0,0.783,0.84,1.0,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,4
Ozuna - Mañana,73.0,192320,0.0,0.865,0.522,6.0,-4.648,1,0.0761,0.105,0.0154,0.0671,0.692,91.015,4
Amy Winehouse - Rehab,73.0,214946,0.0,0.407,0.558,0.0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,4
The Rolling Stones - Beast of burden - remastered 1994,73.0,265173,0.0,0.783,0.878,1.0,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,4
Korn - Falling away from me,73.0,270920,1.0,0.468,0.769,4.0,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,4
Kep1Er - Up!,73.0,192026,0.0,0.753,0.932,6.0,-2.706,1,0.119,0.0205,4.31e-06,0.0326,0.918,124.006,4
Deftones - Rosemary,73.0,413346,0.0,0.285,0.613,5.0,-6.412,1,0.0421,0.0185,0.1,0.114,0.0772,126.628,4
Kid Rock - All summer long,73.0,297586,0.0,0.7,0.864,7.0,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,4
"Luis Fonsi, Demi Lovato - Échame la culpa",73.0,173800,0.0,0.733,0.897,0.0,-3.652,1,0.0389,0.0391,0.0,0.117,0.649,96.006,4
Seafret - Atlantis - sped up version,73.0,212443,0.0,0.425,0.544,9.0,-7.105,0,0.0292,0.0562,0.0,0.115,0.138,90.043,4
Pnl - Deux frères,73.0,247459,1.0,0.794,0.659,7.0,-7.063,0,0.0498,0.143,0.00224,0.0944,0.308,112.019,4
"Soolking, Boro Boro - Suavemente",73.0,157714,1.0,0.854,0.682,7.0,-5.212,1,0.053,0.335,0.000926,0.0569,0.507,140.019,4
Arz - Alone with you,73.0,195200,1.0,0.768,0.374,7.0,-12.49,1,0.723,0.288,1.67e-06,0.111,0.398,75.503,4
Zack Tabudlo - Asan ka na ba,73.0,241132,0.0,0.676,0.768,5.0,-5.695,0,0.0294,0.149,0.00147,0.345,0.493,105.999,4
"Danileigh, Chris Brown - Easy",73.0,186586,0.0,0.799,0.301,7.0,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,4
Stayc - Run2u,73.0,213426,0.0,0.722,0.676,11.0,-5.885,0,0.0829,0.000835,1.2e-05,0.321,0.362,129.943,4
Sara Bareilles - Love song,73.0,258826,0.0,0.583,0.786,2.0,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,4
Evanescence - Going under,73.0,214946,0.0,0.37,0.858,11.0,-4.885,0,0.0545,0.00815,2.12e-05,0.229,0.464,175.077,4
Dusty Springfield - Son of a preacher man,73.0,148053,0.0,0.404,0.43,4.0,-12.327,1,0.224,0.538,0.0,0.0802,0.641,180.061,4
Limp Bizkit - My way,73.0,272973,1.0,0.576,0.864,6.0,-3.981,1,0.0462,0.02,1.68e-06,0.683,0.609,97.225,4
Matt Maltese - As the world caves in,73.0,218754,0.0,0.331,0.45,10.0,-5.362,1,0.034,0.365,0.00464,0.22,0.18,123.829,4
Slipknot - Wait and bleed,73.0,147840,0.0,0.382,0.996,7.0,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,4
Twice - Basics,73.0,176973,0.0,0.778,0.8,2.0,-3.529,1,0.227,0.254,0.0,0.139,0.585,137.997,4
Bon Jovi - Runaway,73.0,230666,0.0,0.475,0.899,9.0,-4.321,0,0.0637,0.00375,1.91e-05,0.14,0.603,152.445,4
Bon Iver - Skinny love,73.0,238520,0.0,0.592,0.263,4.0,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,4
Keshi - Like i need u,73.0,182678,1.0,0.748,0.465,5.0,-8.163,1,0.0869,0.399,0.0,0.294,0.412,119.872,4
System Of A Down - Sugar,73.0,153800,1.0,0.451,0.889,1.0,-2.693,1,0.261,0.00167,0.00215,0.258,0.586,131.073,4
Nct Dream - Beatbox,73.0,205133,0.0,0.857,0.7,4.0,-4.189,0,0.074,0.0411,0.0,0.0334,0.773,93.997,4
Stray Kids - Circus,73.0,194440,0.0,0.767,0.809,5.0,-3.734,0,0.0958,0.0337,0.0,0.0353,0.69,97.958,4
Falling In Reverse - Voices in my head,73.0,191414,1.0,0.546,0.898,2.0,-3.067,0,0.162,0.0266,0.0,0.129,0.639,173.17,4
Kt Tunstall - Suddenly i see,73.0,201706,0.0,0.587,0.767,0.0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,4
"Lilly Wood And The Prick, Robin Schulz - Prayer in c - robin schulz radio edit",73.0,189413,0.0,0.763,0.875,9.0,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013,4
Billy Joel - She's always a woman,73.0,201373,0.0,0.292,0.324,3.0,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,3
Edward Sharpe & The Magnetic Zeros - Home,73.0,306320,0.0,0.541,0.591,2.0,-6.688,1,0.0336,0.289,0.000431,0.124,0.116,111.676,4
Ninho - Vvs,73.0,187027,1.0,0.751,0.61,10.0,-8.368,0,0.485,0.337,0.0,0.11,0.525,167.983,4
"K/Da, Madison Beer, I-Dle, Jaira Burns, League Of Legends - Pop/stars",73.0,191100,0.0,0.566,0.769,7.0,-4.342,1,0.0872,0.0183,0.0,0.108,0.385,170.036,4
Twice - Cry for me,73.0,204167,0.0,0.702,0.692,10.0,-5.405,1,0.0539,0.0542,0.0,0.0877,0.419,144.896,4
Red Hot Chili Peppers - Give it away,73.0,282906,0.0,0.666,0.936,7.0,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,4
Simon & Garfunkel - The sound of silence - acoustic version,73.0,185413,0.0,0.525,0.216,6.0,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,4
Amy Winehouse - You know i'm no good,73.0,257186,0.0,0.694,0.496,9.0,-14.222,1,0.0329,0.0139,0.00356,0.0644,0.799,103.372,4
Chicago - You're the inspiration - 2006 remaster,73.0,229240,0.0,0.583,0.602,11.0,-6.364,1,0.0274,0.368,0.0,0.22,0.388,74.008,4
Ninho - La vie qu'on mène,73.0,193443,0.0,0.8,0.756,7.0,-4.4,0,0.0367,0.687,2.06e-06,0.111,0.456,113.204,3
Gen Hoshino - Comedy,73.0,230666,0.0,0.676,0.461,1.0,-6.746,0,0.143,0.0322,1.01e-06,0.358,0.715,87.917,4
Rels B - La última canción,73.0,184748,0.0,0.793,0.605,1.0,-4.952,0,0.119,0.426,0.0,0.334,0.268,91.068,4
"Skylar Grey, Polo G, Mozzy, Eminem - Last one standing  - from venom: let there be carnage",73.0,257368,1.0,0.664,0.692,1.0,-4.128,0,0.127,0.237,0.0,0.0798,0.233,154.924,4
"Kygo, Dean Lewis - Never really loved me",73.0,202158,0.0,0.614,0.642,1.0,-5.473,1,0.0449,0.289,0.0,0.13,0.218,117.94,4
"Marshmello, Lil Peep - Spotlight",73.0,177600,0.0,0.546,0.822,7.0,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,4
"Punctual, Jordan Shaw - Do it all again",73.0,137419,0.0,0.748,0.786,10.0,-5.129,0,0.057,0.0226,5.54e-05,0.167,0.664,123.996,4
Sleeping At Last - You are enough,73.0,180086,0.0,0.593,0.5,1.0,-8.532,1,0.029,0.707,1.24e-05,0.0837,0.465,117.996,4
Ludovico Einaudi - Nuvole bianche,73.0,357706,0.0,0.191,0.0582,8.0,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,1
Halsey - You should be sad,73.0,205473,1.0,0.591,0.585,2.0,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,4
"Major Lazer, Mø, Dj Snake - Lean on",73.0,176561,0.0,0.723,0.809,7.0,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4
Steely Dan - Reelin' in the years,73.0,275466,0.0,0.523,0.758,2.0,-9.81,1,0.0403,0.133,0.0,0.0952,0.766,135.437,4
David Guetta - Where them girls at,73.0,194840,1.0,0.666,0.876,3.0,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,4
"Anthony Keyrouz, Paradigm - Wake me up in paris",73.0,136946,0.0,0.71,0.816,11.0,-4.516,0,0.186,0.0573,4.87e-06,0.176,0.363,131.001,4
Regina Spektor - Two birds,73.0,195840,0.0,0.546,0.5,0.0,-8.881,1,0.0379,0.802,0.00108,0.107,0.449,150.92,4
"2Pac, Talent - Changes",73.0,268826,1.0,0.865,0.665,7.0,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,4
"David Guetta, Bebe Rexha, J Balvin - Say my name",73.0,198946,0.0,0.703,0.66,10.0,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031,4
"David Guetta, Benny Benassi - Satisfaction",73.0,155676,0.0,0.752,0.935,11.0,-6.263,1,0.203,0.0742,0.0352,0.081,0.31,126.022,4
"Rudimental, Jess Glynne, Macklemore, Dan Caplen - These days",73.0,210772,0.0,0.653,0.809,0.0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,4
Elton John - Crocodile rock,73.0,235440,0.0,0.621,0.8,4.0,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,4
"Yann Tiersen - Comptine d'un autre été, l'après-midi",73.0,140733,0.0,0.483,0.192,4.0,-15.378,0,0.0469,0.991,0.908,0.106,0.0542,100.848,4
Supertramp - The logical song - remastered 2010,73.0,251253,0.0,0.625,0.758,5.0,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,4
Fujii Kaze - きらり,73.0,231882,0.0,0.746,0.764,2.0,-6.833,1,0.0462,0.00803,0.0,0.357,0.701,116.982,4
Melanie Martinez - Soap,73.0,209426,0.0,0.595,0.689,6.0,-6.107,0,0.148,0.254,5.44e-06,0.129,0.213,168.112,4
Lou Reed - Walk on the wild side,73.0,254173,0.0,0.575,0.318,0.0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,4
"Pritam, Arijit Singh - Raabta",73.0,243578,0.0,0.657,0.581,0.0,-8.108,1,0.0298,0.699,1.82e-05,0.116,0.323,118.037,4
Blackbear - Do re mi,73.0,212027,1.0,0.745,0.593,8.0,-6.35,1,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,3
Michael Bublé - Feeling good,73.0,237333,0.0,0.535,0.548,1.0,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,3
The Doors - People are strange,73.0,130173,0.0,0.699,0.467,4.0,-8.578,0,0.0375,0.685,0.0,0.315,0.764,119.287,4
The Doors - Riders on the storm,73.0,434720,0.0,0.55,0.722,11.0,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,4
Pink Floyd - Money,73.0,382834,0.0,0.468,0.536,11.0,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,1
Ali Zafar - Jhoom - r&b mix,73.0,298986,0.0,0.662,0.4,2.0,-11.2,1,0.0548,0.735,1.65e-05,0.0863,0.617,79.972,4
"Jonas Blue, Dakota - Fast car",73.0,212424,0.0,0.672,0.578,9.0,-6.621,1,0.0569,0.469,0.0,0.312,0.548,113.945,4
Imagine Dragons - Follow you,73.0,175643,0.0,0.542,0.732,9.0,-5.956,1,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,4
Novo Amor - State lines,73.0,208653,0.0,0.509,0.31,9.0,-10.623,1,0.0313,0.959,0.229,0.0963,0.151,137.474,3
Los Retros - Someone to spend time with,73.0,173953,0.0,0.816,0.46,9.0,-13.299,1,0.034,0.0488,0.261,0.106,0.963,89.57,4
Paramore - Decode,73.0,261959,0.0,0.28,0.87,10.0,-4.219,0,0.0592,0.000686,0.00608,0.101,0.284,164.057,4
Marshmello - Alone,73.0,273802,0.0,0.631,0.953,2.0,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,4
Beach House - Space song,73.0,320466,0.0,0.509,0.79,0.0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.073,4
Charlie Puth - How long,73.0,200853,0.0,0.845,0.561,1.0,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,4
Linkin Park - Castle of glass,73.0,205400,0.0,0.615,0.911,1.0,-3.584,0,0.0278,0.0686,0.00188,0.0908,0.685,108.0,4
Kana-Boon - シルエット,73.0,240133,0.0,0.436,0.934,2.0,-2.685,1,0.0507,1.03e-05,0.14,0.321,0.384,91.481,4
Linkin Park - Somewhere i belong,73.0,213933,0.0,0.451,0.951,1.0,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,4
Kavinsky - Nightcall,73.0,258413,0.0,0.532,0.874,9.0,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,4
Lisa - Lalisa,73.0,200689,0.0,0.804,0.652,8.0,-6.282,1,0.0898,0.0267,0.000782,0.118,0.854,150.076,4
Tk From Ling Tosite Sigure - Unravel,73.0,238360,0.0,0.508,0.889,7.0,-2.755,0,0.0862,0.0495,0.0,0.0984,0.332,135.014,4
The 1975 - It's not living,73.0,248335,0.0,0.618,0.837,1.0,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,4
Jennie - Solo,73.0,169566,0.0,0.752,0.642,3.0,-5.165,0,0.0869,0.0861,0.0,0.0953,0.388,95.043,4
The 1975 - About you,73.0,326490,0.0,0.416,0.762,2.0,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967,4
"Alka Yagnik, Arijit Singh - Agar tum saath ho",73.0,341054,0.0,0.562,0.519,3.0,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4
Louis Armstrong - What a wonderful world,73.0,137520,0.0,0.399,0.258,5.0,-16.028,1,0.033,0.792,1.86e-06,0.128,0.192,108.174,3
"Tream, Treamiboii, Hbz - Lebenslang - hbz remix",73.0,170783,1.0,0.774,0.752,1.0,-5.534,1,0.137,0.0481,0.0,0.0719,0.546,139.965,4
Sim - The rumbling,73.0,220799,0.0,0.459,0.878,5.0,-1.399,0,0.0688,5.62e-05,0.000307,0.371,0.494,144.852,4
Back Number - ベルベットの詩,73.0,254160,0.0,0.495,0.71,10.0,-3.965,1,0.0606,0.00947,0.0,0.0577,0.609,147.955,4
King Gnu - カメレオン,73.0,193990,0.0,0.628,0.533,0.0,-7.235,1,0.0417,0.643,0.0,0.0733,0.459,79.953,4
"Alok, Ilkay Sencan, Tove Lo - Don't say goodbye",73.0,186700,0.0,0.698,0.719,0.0,-4.923,0,0.0455,0.00829,4.01e-06,0.326,0.364,120.062,4
Norah Jones - Sunrise,73.0,200626,0.0,0.526,0.299,8.0,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848,4
Yuuri - ベテルギウス,73.0,230600,0.0,0.367,0.671,5.0,-4.604,1,0.0478,0.222,0.0,0.494,0.691,179.833,4
"K.Flay, Rac - High enough - rac remix",73.0,208866,0.0,0.324,0.681,7.0,-4.697,1,0.0373,0.24,0.354,0.0783,0.294,132.993,3
"Kx5, Deadmau5, Kaskade, Hayla - Escape",73.0,240445,0.0,0.66,0.799,9.0,-6.934,0,0.0719,0.179,0.000364,0.701,0.148,126.08,4
Billie Eilish - Lost cause,73.0,212496,1.0,0.526,0.334,10.0,-8.491,0,0.251,0.702,0.00782,0.0586,0.522,74.966,4
The 1975 - Somebody else,73.0,347525,1.0,0.618,0.793,0.0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4
The Score - Unstoppable,73.0,192106,0.0,0.485,0.843,1.0,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,4
"Arijit Singh, Neeti Mohan, Rashmi Virag - Mere yaaraa",73.0,285163,0.0,0.324,0.539,2.0,-8.076,1,0.038,0.713,3.15e-05,0.118,0.486,120.526,4
"Atif Aslam, Alisha Chinai, Pritam - Tera hone laga hoon",73.0,299827,0.0,0.684,0.771,8.0,-5.353,1,0.0307,0.548,0.0,0.112,0.539,119.982,4
Laura Branigan - Self control,73.0,246440,0.0,0.814,0.686,6.0,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,4
"Calvin Harris, Rag'N'Bone Man - Giant",73.0,229184,0.0,0.807,0.887,1.0,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,4
Florida Georgia Line - Simple,73.0,185200,0.0,0.362,0.882,3.0,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,4
"Ap Dhillon, Shinda Kahlon, Gminxr - Spaceship",73.0,124498,0.0,0.69,0.683,5.0,-7.186,0,0.0968,0.076,0.000113,0.134,0.549,160.088,4
"Sachin-Jigar, Shreya Ghoshal, Tochi Raina - Saibo",73.0,195253,0.0,0.619,0.429,2.0,-7.867,1,0.028,0.738,1.35e-05,0.136,0.545,90.058,4
F.R. David - Words - original version 1983,73.0,209013,0.0,0.537,0.789,10.0,-5.578,0,0.0549,0.372,2.66e-05,0.138,0.527,123.763,4
Anirudh Ravichander - Lokiverse - background score,73.0,156330,0.0,0.64,0.86,7.0,-4.481,1,0.101,0.302,0.468,0.109,0.516,96.996,4
Rels B - Como antes,73.0,142576,0.0,0.74,0.428,9.0,-8.458,1,0.0959,0.644,1.76e-05,0.117,0.281,84.739,4
"Ashe, Finneas - Till forever falls apart",73.0,222926,1.0,0.346,0.501,2.0,-6.939,1,0.0364,0.421,0.0,0.0657,0.299,99.855,4
Rønin - All girls are the same,73.0,121949,1.0,0.785,0.343,9.0,-10.923,0,0.0862,0.593,0.0,0.103,0.468,118.065,4
Chri$Tian Gate$ - Numb,73.0,112500,1.0,0.682,0.598,8.0,-5.694,1,0.264,0.0575,0.0,0.299,0.823,103.791,4
Lil God Dan - Marceline,73.0,155054,0.0,0.746,0.806,3.0,-2.495,0,0.159,0.151,7.39e-05,0.121,0.598,123.941,4
"Bee Gees - Night fever - from ""saturday night fever"" soundtrack",73.0,212800,0.0,0.726,0.779,1.0,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133,4
Kane Brown - Heaven,73.0,179506,0.0,0.677,0.556,9.0,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.006,4
Dolly Parton - Jolene,73.0,161533,0.0,0.674,0.537,1.0,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,4
David Bisbal - Dígale,73.0,262440,0.0,0.57,0.474,2.0,-6.809,1,0.0296,0.595,0.0,0.143,0.299,130.103,4
Bob Dylan - Knockin' on heaven's door,73.0,149880,0.0,0.513,0.396,7.0,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,4
Frank Ocean - Pyramids,73.0,592920,1.0,0.4,0.65,5.0,-6.104,0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,4
Four Tops - I can't help myself,73.0,160280,0.0,0.667,0.599,0.0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,4
Marc Anthony - Flor pálida,73.0,280453,0.0,0.574,0.802,7.0,-3.976,1,0.0316,0.659,5.07e-06,0.0765,0.739,93.537,4
Andra Day - Rise up,73.0,253342,0.0,0.398,0.316,1.0,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,4
"Kelsea Ballerini, Lany - I quit drinking",73.0,171200,0.0,0.607,0.418,1.0,-6.997,1,0.0363,0.394,0.0,0.182,0.386,95.002,4
Ginuwine - Pony,73.0,251733,1.0,0.749,0.605,8.0,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,4
"Jawsh 685, Jason Derulo, Bts - Savage love",73.0,184905,1.0,0.758,0.598,0.0,-5.695,0,0.0868,0.16,0.0,0.295,0.658,149.836,4
"Tech N9Ne, Joey Cool, King Iso, Dwayne Johnson - Face off",73.0,219802,1.0,0.693,0.935,8.0,-4.323,1,0.224,0.18,0.0,0.179,0.391,80.882,4
Josh Turner - Your man,73.0,211893,0.0,0.744,0.637,6.0,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,4
Aitana - En el coche,73.0,125080,0.0,0.856,0.65,1.0,-4.0,0,0.0952,0.15,1.13e-06,0.375,0.893,128.03,4
Maninder Buttar - Sakhiyaan,73.0,179325,0.0,0.706,0.674,9.0,-5.932,1,0.044,0.3,0.0,0.202,0.359,83.001,4
Pratsofficial - Aziyat 2.0 - reprise version,73.0,194285,0.0,0.445,0.28,10.0,-12.668,1,0.0275,0.819,1.29e-05,0.111,0.299,104.743,4
Milky Chance - Synchronize,73.0,164576,0.0,0.728,0.82,11.0,-6.198,0,0.031,0.00898,0.000216,0.176,0.652,124.001,4
Starset - My demons,73.0,288036,0.0,0.274,0.652,5.0,-6.196,0,0.0625,0.00768,6.42e-05,0.108,0.1,173.008,4
"Pritam, Arijit Singh - Kalank",73.0,311186,0.0,0.57,0.55,10.0,-8.343,1,0.035,0.524,3.73e-05,0.0921,0.435,117.999,4
"Sathyaprakash, Vm Mahalingam, Nakul Abhyankar - Chola chola",73.0,219638,0.0,0.623,0.655,5.0,-9.998,0,0.203,0.304,0.0,0.18,0.749,99.739,4
"Idina Menzel, Aurora - Into the unknown",73.0,194848,0.0,0.323,0.405,10.0,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,5
"Oaff, Savera, Lothika, Kausar Munir - Doobey",73.0,219686,0.0,0.751,0.669,3.0,-6.532,0,0.0359,0.342,1.31e-05,0.0822,0.359,119.014,4
Imagine Dragons - Wrecked,73.0,244004,0.0,0.625,0.562,0.0,-5.828,0,0.0289,0.149,1.67e-05,0.109,0.229,93.998,4
The 1975 - Be my mistake,73.0,256688,0.0,0.572,0.155,6.0,-14.405,1,0.0344,0.835,0.000137,0.0906,0.0949,109.923,3
