,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
372,2hw47GMKL6LXwp5BJgPxXf,Adele,21,He Won't Go,56,278040,False,0.706,0.57,0,-7.045,0,0.086,0.0225,0.0,0.0754,0.728,159.908,4,british
373,21o6vWZRqLkymy0GFlrCgd,Flo Rida;Sage The Gemini;Lookas,Tic Tac - Just Rap,GDFR,0,190185,False,0.657,0.827,5,-4.034,1,0.0736,0.000698,0.0053,0.065,0.69,145.887,4,dance
374,1QOQdch9yOPgaUgBVyyViV,Fair Play,Moja Królowa (Radio edit),Moja Królowa - Radio edit,32,202254,False,0.695,0.973,11,-6.599,0,0.0336,0.00961,0.00266,0.0538,0.977,140.024,4,disco
375,45y5wHG8Zf5Dx9bQFlzNzh,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),砂塵,33,278626,False,0.55,0.953,0,-4.919,1,0.0524,0.261,0.0,0.308,0.653,127.988,4,j-idol
376,4WvApvScQ8ofzDIqgpScmb,Eric Reprid,June Blues,June Blues,48,187964,True,0.941,0.551,1,-5.659,0,0.0534,0.331,2.97e-05,0.106,0.702,98.014,4,sad
377,4R85DA7JJsUp5SlKvGy62M,Wallows,Here to Forever - All New Indie,Virtual Aerobics,0,122333,True,0.775,0.55,9,-3.765,1,0.0345,0.183,0.0,0.0434,0.72,109.952,4,indie-pop
378,27oqpECc2wygxRAIBCgxHa,Machine Head,Bloodstone & Diamonds,Game Over,56,396736,False,0.237,0.984,1,-4.017,1,0.174,0.000372,3.83e-06,0.0841,0.285,98.231,3,groove
379,71A0fSIUozc9NvH3tn3rO6,"Wisin & Yandel;Tego Calderón;Franco ""El Gorilla""",Perreo Tenebroso Vol. 2,Sigan Bailando,0,291453,False,0.753,0.831,1,-4.702,0,0.247,0.148,2.32e-05,0.0902,0.684,180.054,4,latino
380,32t1Lq4pkEUXhzddHeXYVH,Glenn Underground,Black Resurrection,Look Inside Original,7,442572,False,0.711,0.514,6,-13.794,1,0.061,0.0687,0.198,0.0891,0.797,126.038,4,chicago-house
381,4QTCxZ7XQbg0nD4lSXoRkR,Shamanes Crew;Bommer;Mc Cogoyo,Reden-Zion,Dangerous (feat. Bommer & MC Cogoyo),29,223130,False,0.771,0.775,6,-6.49,0,0.0973,0.0126,8.68e-05,0.33,0.727,101.997,4,dancehall
382,7EAkUVnalwN4Fc6BhgSkgp,Day e Lara,Me Trata Como Ex (Ao Vivo),Me Trata Como Ex - Ao Vivo,46,164757,False,0.663,0.824,4,-3.55,1,0.176,0.284,0.0,0.469,0.836,77.01,4,sertanejo
383,2mFea4DOhY3iShay4BQ0se,Steven Price,Gravity (Original Motion Picture Soundtrack),Gravity,49,275320,False,0.117,0.256,8,-15.356,0,0.042,0.176,0.979,0.199,0.0579,92.671,4,british
384,3v3Kxo0ETT1eVoRwpJFBH0,Killing Me Inside;SanSan,REBIRTH,Fake,38,218666,False,0.49,0.892,1,-3.14,0,0.0474,0.0211,0.0,0.338,0.379,76.535,4,punk-rock
385,0R3cSX6kmv7xMWwPeYNe5e,Atria,Reincarnation,Reincarnation,0,247500,False,0.471,0.978,6,-3.737,1,0.107,1.07e-05,0.00234,0.379,0.19,130.02,4,iranian
386,3B4q6KbHbGV51HO3GznBFF,Sublime,Sublime,What I Got,73,170906,True,0.804,0.696,7,-7.47,1,0.0899,0.00877,0.000985,0.314,0.657,95.721,4,ska
387,5cfct39EqJAkG0cqRaARz1,grandson,Alternative Rock Mixtape,Blood // Water,0,214520,False,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,rock
388,0nEeAGQIFWf7xadpqJmywu,Blanke;REAPER,Gaming Music 2020,Death Rattle,48,210344,False,0.692,0.956,11,-3.951,1,0.178,0.000997,0.494,0.252,0.167,174.045,4,dubstep
389,2gIkX6Gd4Cg6pKmgdoOxHl,DJ Skull,As One Ep,As One - Original Mix,5,325039,False,0.546,0.845,6,-10.976,1,0.0706,0.000449,0.945,0.103,0.157,127.058,4,chicago-house
390,2edDfadeDMGIbuctGn0g5e,Sajanka,Time of India,Jumpa Lumpa,39,399996,False,0.637,0.914,0,-6.317,1,0.113,0.0461,0.63,0.187,0.242,170.037,4,trance
391,7Au9B2A3H4yL8T7yleU7o9,Léo & Raphael,"Mar de Chapéu, Vol.1 (Ao Vivo)",Empresário Pecuarista - Ao Vivo,45,224215,False,0.514,0.415,11,-7.166,1,0.0533,0.819,0.0,0.3,0.493,125.356,3,sertanejo
392,6DCDSMe7pvGeK5J9a9OoIo,Biquini Cavadão,1985/2007 Sucessos Regravados (Vol. 1),Zé Ninguém,44,258265,False,0.637,0.892,11,-5.284,0,0.0809,0.00464,0.0,0.199,0.845,130.01,4,r-n-b
393,6ooYJWF2s8TgSsXsbVgD25,Paul Elstak,b2s Presents Paul Elstak,I'm Not An Addict,18,358066,False,0.501,0.949,1,-5.592,0,0.151,0.0928,0.031,0.234,0.205,172.997,4,happy
394,5ruzrDWcT0vuJIOMW7gMnW,The Strokes,The New Abnormal,The Adults Are Talking,79,309053,False,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4,alt-rock
395,3vLAqKrQXqiwKOOLQqDeDd,George Dalaras,Kalos Tous,Pame Gi' Allou,21,208800,False,0.636,0.469,7,-11.708,0,0.033,0.0568,4.11e-06,0.0925,0.608,117.644,4,guitar
396,6dyvxKa5tqy380sZ9LsZlq,Squash,One Way Riddim,Bandit,26,196116,True,0.854,0.659,5,-6.671,0,0.198,0.409,0.0,0.108,0.636,102.055,4,dancehall
397,1sldwUsU9bYpwc06qqy4h4,Nikolay Kopylov,"Золотые Хиты Старинного Русского Романса, Часть 1",Две Розы,0,226240,False,0.524,0.183,8,-12.432,1,0.0797,0.944,0.0019,0.101,0.121,138.765,4,romance
398,3e1vO9yxjCIlGGK0wE4PFf,BARBEE BOYS,蜂 -BARBEE BOYS Complete Single Collection-,ごめんなさい,34,254160,False,0.464,0.96,0,-5.513,1,0.0636,0.00313,0.0,0.262,0.5,81.817,4,j-rock
399,1D6sRVegPTdQQj9ScxngtR,Robin Spielberg,Walk With Me (Piano / Cello Version),Walk With Me (Piano / Cello Version),50,209294,False,0.388,0.15,3,-16.115,1,0.031,0.978,0.819,0.125,0.176,86.52,4,new-age
400,6gqZzQyJfKqdc9boOILz4x,PVRIS;070 Shake,Use Me,Use Me (feat. 070 Shake),53,203026,False,0.315,0.618,10,-6.71,0,0.053,0.0353,0.0118,0.113,0.226,79.175,4,punk-rock
401,6fNhZRFEkBfgW39W3wKARJ,Bastille,Bad Blood,Pompeii,76,214147,False,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,4,rock
402,3IZWl7podZdz9FNmacdCtZ,Dödsrit,Dödsrit,Endless Circle,17,361139,False,0.12,0.884,5,-5.194,0,0.0646,2.81e-05,0.824,0.141,0.0642,90.02,4,black-metal
403,0RT1X76cYO41KfLz1bIofg,Lucio Demare,"Tangos para Aficionados, Vol. 1",Malena,0,175200,False,0.63,0.298,2,-11.179,1,0.0455,0.861,9.62e-06,0.314,0.917,126.043,4,tango
404,3r6f5UcqFtoAIAVuTMvy4v,J Balvin;Bad Bunny,Esto me suena a Farra,LA CANCIÓN,1,242573,False,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,latino
405,0wmUt85XxtjkgqNtHFGY7s,Marilyn Manson,The Golden Age Of Grotesque,(s)AINT,44,222026,True,0.676,0.953,2,-3.457,1,0.0926,0.0014,8.13e-05,0.163,0.386,111.087,4,industrial
406,5IGU574p3YrKgPoSHymJHX,keshi,Herbststimmung,right here,1,195093,False,0.597,0.496,5,-9.441,1,0.0769,0.0839,0.0,0.117,0.319,160.055,4,chill
407,4Zsc1z2p4T9umEQhMv6OYF,GMS;Ajja;Pixel,Gms and Amigos II,What Makes a Man,36,468000,False,0.62,0.905,7,-7.036,1,0.0463,0.00103,0.763,0.104,0.114,144.985,4,trance
408,3RLoIn3LB72B3dNiKWjc9G,Jorge & Mateus,10 Anos (Ao Vivo) - Deluxe,Onde Haja Sol - Ao Vivo,44,228207,False,0.366,0.725,7,-6.232,1,0.0447,0.275,4.75e-05,0.937,0.312,121.416,4,sertanejo
409,5vLqzeCHnOq5eRbVnZfadj,Evil Darkness,Dark Blasting Tongue,Endless Hate,24,121266,True,0.426,0.922,5,-9.184,0,0.0979,0.012,0.912,0.262,0.343,145.26,4,death-metal
410,0kdVIAjTAkAFo7dYdciDU1,Dimitri Vegas & Like Mike;W&W,Crowd Control (Radio Edit),Crowd Control - Radio Edit,49,159428,False,0.54,0.953,11,-2.237,0,0.0809,0.0622,0.658,0.132,0.124,139.902,4,progressive-house
411,4AjFoEtFpI5ZqPu40S7anF,Murdock,Can't Keep Me Down,Can't Keep Me Down,17,190344,False,0.371,0.773,6,-4.333,0,0.034,0.000201,0.781,0.153,0.12,174.019,4,drum-and-bass
412,39p9VflB92KhgJD6TdTvof,Yui Horie,ワールドエンドの庭,Sweet & Sweet CHERRY,36,194666,False,0.664,0.749,8,-5.075,1,0.0278,0.12,1.15e-06,0.117,0.641,103.99,4,j-idol
413,4y1aOK2HGfM4e746hGd6Y5,Blake Rules;Netherfriends,Kids Trap 4,The Best Pizza I Ever Had,14,101818,False,0.933,0.361,9,-14.342,1,0.174,0.0163,2.23e-05,0.108,0.208,132.024,4,kids
414,37cb7mzkQKksGm0noGDXeh,The Strokes,Is This It,Trying Your Luck,53,202960,False,0.502,0.691,9,-9.453,0,0.0311,0.00911,0.0149,0.133,0.629,143.926,4,garage
415,3m0jUVh9bdFnMug1udxIti,SHY FX;T. Power;Gary B. Poole,Set It Off,Everything (feat. Gary Poole),16,346866,False,0.617,0.574,6,-7.88,1,0.18,0.0154,0.000154,0.068,0.425,113.293,5,drum-and-bass
416,3UdR4a7tF6CKv6bkzLpqOA,Crispy脆樂團,有多少光就有多少黑,轉圈圈,46,249333,False,0.644,0.757,4,-4.498,1,0.0342,0.0651,0.0,0.2,0.61,110.973,4,mandopop
417,2cHfKFYrqbH0LshSYScs5O,Theo Parrish,This is for You,This Is For You - Instrumental,5,700757,False,0.798,0.592,9,-9.28,0,0.0875,0.0401,0.933,0.0906,0.168,119.97,4,detroit-techno
418,11iIikXxC6NP0Ma8vMD27x,Vundabar,Gawk,Alien Blues,82,155933,False,0.467,0.757,3,-5.093,1,0.033,0.0807,0.908,0.0876,0.433,82.282,4,garage
419,7GzW0v56ydmnzcScC196Lz,李炳文,關不掉的聲音,昨夜的渡輪上,25,220840,False,0.554,0.345,6,-10.199,0,0.0268,0.749,0.0,0.11,0.168,107.625,4,mandopop
420,75cVGZCqwvAvNqw9iCIKx2,Jaymes Young,Refresh - Pop To Cool Down,Habits of My Heart,0,210639,False,0.392,0.496,7,-7.632,1,0.114,0.664,0.000114,0.34,0.589,72.024,4,rock
421,2R2SSWCQOWmXZ2i6oOok8p,Markus Krunegård,LUGNA LÅTAR,Askan är den bästa jorden,0,187280,False,0.5,0.635,9,-5.686,1,0.0292,0.401,0.0494,0.101,0.378,125.289,4,swedish
422,4CyEtLfXTjday5wQ6yHJQG,Rotting Christ,Rituals,Devadevam,36,318248,False,0.387,0.809,2,-5.499,1,0.0526,5.03e-05,0.831,0.0832,0.0706,115.975,4,black-metal
423,7B87dSMUgWM2Taj0EEXtjp,Carbon Based Lifeforms,World of Sleepers,Abiogenesis,40,405010,False,0.285,0.55,9,-10.988,0,0.0414,0.326,0.866,0.128,0.0559,89.986,4,ambient
424,11SY0YXA8SXZDhq1RSoXOh,Rodolfo Biagi,"Tangos para Aficionados, Vol. 1","Picante, Milonga",0,132560,False,0.761,0.281,7,-12.285,1,0.102,0.842,0.814,0.0916,0.842,104.245,4,tango
425,3yqoD9SYDfwvNEdU2NEpFx,Rovalio,Shuru Karein,Shuru Karein,50,146891,False,0.586,0.402,0,-10.913,0,0.0301,0.421,0.903,0.135,0.155,150.012,4,electro
426,0xEnMRJOOkSesJyw1u3zkR,Ron Trent,"Word, Sound & Power","Pop, Dip and Spin",14,556848,False,0.904,0.567,7,-9.803,1,0.044,0.00186,0.948,0.0555,0.486,114.987,4,chicago-house
427,4blBHK4RMT3qrBeaRpaeJi,31 Minutos;Pe & Pa,Lucía la Sandía,Lucía la Sandía,39,163088,False,0.638,0.826,0,-3.967,1,0.029,0.102,0.0,0.182,0.671,136.939,4,latino
428,701hEuWyG1EZepbD5Qiu3r,Joris Voorn;Colyn,Four (Remixes Deluxe),Never (Colyn Remix),21,217154,False,0.713,0.573,0,-11.053,0,0.0444,0.125,0.938,0.102,0.165,123.976,4,techno
429,69OfVtcwv0l9etxgk4q95y,Horcas,Por Tu Honor,Punto Final,34,312800,False,0.433,0.735,8,-3.535,1,0.0358,0.00764,0.0,0.0935,0.22,126.724,4,heavy-metal
430,5q2JbCNi4FcnglgPfxcV65,Anuel AA;Daddy Yankee;Zion & Lennox;Farruko;Wisin,Sola (Remix),Sola (Remix),78,307910,False,0.639,0.869,11,-4.024,1,0.147,0.27,0.0,0.0802,0.767,169.801,4,latino
431,2C0lhzFYU9yY5Jt4X5abE6,Kvatro,"XV лет, Часть 2",Caruso,3,206866,False,0.335,0.292,4,-7.273,0,0.0353,0.894,7.03e-05,0.123,0.195,129.028,4,romance
432,6XHNIbru8xGohLzHNgxQvF,Alphaville,Forever Young (Super Deluxe Edition; 2019 Remaster),Forever Young - 2019 Remaster,68,226000,False,0.483,0.471,9,-9.711,0,0.0284,0.397,0.000336,0.331,0.291,137.012,4,synth-pop
433,3dAGc0wKiD5ejsXVfEzsyT,Galaxy 2 Galaxy,Galaxy 2 Galaxy: A High Tech Jazz Compilation,Windchime,11,369720,False,0.541,0.751,0,-11.164,1,0.0278,0.0152,0.00926,0.156,0.416,130.567,4,chicago-house
434,16JY8jvUrndXWTdDjbER2C,Ellen Allien;Hector Oaks aka Cadency,Alientronic Rmxs 2.1,Free Society - Hector Oaks aka Cadency Heartcore Remix,17,379907,False,0.701,0.855,1,-10.198,1,0.0442,0.00178,0.923,0.41,0.193,136.991,4,minimal-techno
435,7y4lXFXkTgsvI0by15sxxj,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),不協和音,22,249546,False,0.604,0.854,0,-5.055,1,0.0321,0.00878,0.0,0.0851,0.857,119.9,4,j-idol
436,5pA39NQIP1nZgvFxV5Fi7S,Aim;Stephen Jones,Hinterland,Good Disease,48,263280,False,0.771,0.492,0,-8.568,1,0.0532,0.147,0.638,0.1,0.601,85.987,4,trip-hop
437,25Yq0OGDpzKDwt05TmA1Zi,Mr.Children,Atomic Heart,クラスメイト,32,326560,False,0.613,0.625,9,-7.825,0,0.0223,0.158,0.000223,0.14,0.712,97.822,4,j-rock
438,6OcnzwOfKQc0ZWJoMuFQam,Stephen Zechariah,Adi Penne (Dad's Love),Adi Penne - Dad's Love,61,191650,False,0.581,0.56,7,-7.932,0,0.0278,0.835,0.0,0.372,0.445,102.935,4,hip-hop
439,3ZDTsC844hg77dU7JxFFy8,Inimigos Da HP,Inimigos Da HP 2006,"Vem Buscar O Que É Teu - Live From Tom Brasil,Săo Paulo,Brazil/2006",48,191680,False,0.464,0.819,5,-4.984,1,0.168,0.399,0.0,0.896,0.54,79.849,4,pagode
440,5itF66zYn38tEXTAvFPqIk,Milky Chance,Sadnecessary,Down By The River,66,241052,False,0.687,0.695,9,-7.954,1,0.0486,0.755,6.11e-05,0.109,0.453,114.029,4,german
441,5hlxswETS4FB4oCg6g7JHk,Manila Killa;Nick Lopez;San Holo,Mean It,Mean It,47,218728,False,0.664,0.548,4,-8.684,1,0.0421,0.315,0.837,0.172,0.228,127.014,4,dub
442,29oY8ptMAWdMjPVjYK0wVj,Henry Jackman,Captain America: Civil War (Original Motion Picture Soundtrack),Cap's Promise,40,225560,False,0.134,0.326,9,-13.868,1,0.0303,0.699,0.925,0.0744,0.0714,77.914,3,british
443,3hhbDnFUb2bicI2df6VurK,Leon Bridges,Coming Home (Deluxe),River,74,240200,False,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424,4,blues
444,7FCcXT2jtQ7ELAjXxo0sLP,Andy Lau,如果你是我的傳說,難免有錯,26,334853,False,0.529,0.409,9,-10.092,1,0.0296,0.696,1.73e-06,0.163,0.102,126.672,4,cantopop
445,5yAigH5X3yflOeFTb1Hq9B,Alberto Morán;Julio De Caro;Orquesta Osvaldo Pugliese,Principe (1946-1947),El mareo,22,176840,False,0.502,0.152,4,-16.771,1,0.0391,0.982,0.829,0.201,0.497,122.324,4,tango
446,1zo8QWu2Sox7EataHgBpDS,Zapp,80's,More Bounce to the Ounce,0,311120,False,0.85,0.818,5,-8.624,1,0.0905,0.124,0.00125,0.349,0.84,105.268,4,synth-pop
447,7tL61fgLUj48iB6JXVWzii,Carmen Twillie;Lebo M.,Best of The Lion King,"Circle of Life (From ""The Lion King"") - From ""The Lion King""/ Soundtrack",30,238920,False,0.324,0.609,10,-8.046,1,0.0475,0.238,1.69e-06,0.218,0.525,83.319,4,disney
448,4KhuernnobE4BzS0P1Viz8,The Guess Who,The Best Of The Guess Who,Laughing,46,158040,False,0.375,0.458,9,-14.019,1,0.0379,0.44,0.000661,0.651,0.57,89.907,4,psych-rock
449,2w1JSr3I1BXnTRyGskbJ45,Matador,Ramaha,Juniper,48,414193,False,0.765,0.702,7,-7.879,0,0.0486,0.121,0.906,0.666,0.239,123.993,4,techno
450,0LzZuy00FSeMZAf6QtUjlG,Pink Sweat$;Donny Hathaway,Holly Jolly Christmas,This Christmas,0,181365,False,0.639,0.656,7,-6.581,0,0.0421,0.118,2.76e-06,0.0841,0.382,93.129,4,soul
451,1kecd8ZaRomMhPXWEzTNCc,US Agroboy,Baladinha Rural (Ao Vivo),Baladinha Rural - Ao Vivo,47,142032,False,0.76,0.828,1,-4.581,0,0.0571,0.485,0.0,0.638,0.583,129.999,4,sertanejo
452,1GZj9r3vJ91roOZ0oYJrW5,Peggy Lee,Weihnachtssongs,The Christmas Waltz,0,173106,False,0.25,0.168,1,-16.789,0,0.0329,0.822,0.000135,0.136,0.141,107.269,3,soul
453,64IYrVRKqcJPkT978YoPmP,Paolo Nutini,Relaxing Pop,Last Request,2,220413,False,0.569,0.702,5,-6.561,1,0.0505,0.26,0.0,0.137,0.392,81.006,4,british
454,63BokRfXSQhEU6Qi2dSJpZ,Geto Boys,We Can't Be Stopped,Mind Playing Tricks on Me,67,308733,True,0.886,0.512,10,-11.825,0,0.237,0.207,0.0,0.0991,0.454,93.997,4,hardcore
455,2dsU8mGoNg4XdMKOBWyzKx,Sylar,To Whom It May Concern,Prescription Meditation,27,226573,True,0.432,0.971,8,-3.341,1,0.272,0.00123,3.81e-06,0.192,0.373,99.718,4,metalcore
456,1b8yffAF3ScE7KR6Q6AZ4B,Nathan Kawanishi;Kowrites,Narita to Tokyo,Narita to Tokyo,9,174246,False,0.509,0.546,5,-12.42,1,0.0322,0.808,0.853,0.0973,0.202,146.15,4,study
457,53nSI6z1HnN0lATprEZukZ,Armando,Trax Classix,Here We Go,6,310760,False,0.918,0.947,11,-7.252,1,0.1,0.00281,0.876,0.0442,0.739,130.388,4,chicago-house
458,2QPW157Ms76KiW8rByD73h,Adam Jensen,Trouble,Trouble,56,224141,False,0.433,0.863,1,-6.213,0,0.0455,0.0397,0.0,0.0763,0.424,85.999,4,blues
459,7Dv1rYPkx3v2QVCPUY0yhj,Destroy Rebuild Until God Shows,Post-Millennial Noise,"If You Think This Song Is About You, It Probably Is",0,150200,False,0.597,0.97,4,-6.303,1,0.159,0.00279,1.36e-05,0.354,0.352,121.971,4,trance
460,06JzLgTwcUXl0ChRCmFoJL,Traste Lindéns Kvintett,Jolly Bob Går i land,Ensam igen,36,191693,False,0.704,0.426,2,-14.331,1,0.0378,0.703,6.38e-06,0.0858,0.809,112.091,4,swedish
461,0e5LcankE0UyJUuCoq1uH2,Steve Miller Band,Fishing Music,The Joker,0,264503,False,0.596,0.448,5,-9.616,1,0.0396,0.365,5.22e-06,0.207,0.796,83.293,4,singer-songwriter
462,0PbqwOxRshUkoGOKFcO6z2,I Monster,Lust for a Vampyr Part 1,Lust for a Vampyr - Single Edit,19,229186,False,0.607,0.514,1,-11.432,1,0.0276,0.00417,0.00606,0.138,0.366,95.729,4,trip-hop
463,5sra5UY6sD658OabHL3QtI,Alicia Keys,The Element Of Freedom,Empire State of Mind (Part II) Broken Down,72,216480,False,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,4,soul
464,2septrlQ7pS72np0xVPeHD,Anurag Vashisht,Ruk Jao Yahi,Ruk Jao Yahi,31,192026,False,0.657,0.347,2,-8.08,1,0.0357,0.622,6.57e-05,0.098,0.302,139.937,4,singer-songwriter
465,5htaHX4FQTQ47JNYXWXIYi,Ruido Blanco Hart;Ondas Alfa;Música de concentración profunda,Chispa Encendida: Flujo De Antorchas,Niebla Cálida,24,118000,False,0.254,0.996,6,-21.444,1,0.0549,0.157,0.661,0.353,0.012,107.921,4,world-music
466,1nqUi4wKalk5jFoFfQET2n,ILS,Bohemia,Feed The Addiction,44,278280,False,0.583,0.893,1,-6.514,1,0.0438,0.000178,0.748,0.589,0.212,134.888,4,breakbeat
467,47960GBapFd2ZJU6LbtwZz,KAROL G;Nicki Minaj,Homecoming Latin Party,Tusa,0,201920,False,0.796,0.701,2,-3.275,1,0.283,0.308,7.82e-05,0.0516,0.619,100.954,4,reggaeton
468,4eOcd47wPU3ixxYw0spREl,ENHYPEN,BORDER : DAY ONE,Let Me In (20 CUBE),66,189858,False,0.483,0.795,8,-4.338,0,0.181,0.00258,0.0,0.0912,0.685,171.853,4,anime
469,5htfMmHc7RoGWBMQE8oA9I,Rob Rokicki;Jonathan Raviv;The Lightning Thief Company,The Lightning Thief (Original Cast Recording) [Deluxe Edition],The Campfire Song,50,298120,False,0.411,0.427,9,-7.382,1,0.12,0.71,0.0,0.281,0.538,57.037,4,show-tunes
470,143yDZNsliy9RcosuXZIYQ,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,Mozart - All Day Classics,"Les petits riens, K.app.10 (ballet): 6. Gavotte gracieuse",11,74000,False,0.296,0.0242,9,-27.154,1,0.0546,0.99,0.907,0.199,0.248,175.619,3,classical
471,5i7s3sB1LzxeVz8CWVEpAO,Tove Lo;The Young Professionals,Remixes & Covers,Talking Body - The Young Professionals Remix,44,221146,True,0.651,0.579,5,-8.023,0,0.0379,0.00166,0.000397,0.0794,0.443,138.993,4,synth-pop
472,72bZsfzdg6sRorrxwiGIMp,The Temptations,Best Christmas Music 2022,Silent Night,0,365720,False,0.515,0.362,0,-9.661,1,0.0267,0.545,0.00133,0.0813,0.364,131.433,3,funk
473,2XKW8CH8nRZH9cF2DNjBHN,Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),Day After Day - Remastered 2010,59,191053,False,0.399,0.686,5,-7.112,1,0.0311,0.109,0.000874,0.112,0.377,101.806,4,power-pop
474,5n0TZQT2QsChAhWq71AAc9,Ed Rush;Optical,Wormhole,Point Blank,22,428360,False,0.691,0.711,11,-8.729,1,0.13,0.021,0.178,0.193,0.295,172.033,4,drum-and-bass
475,7pIorU6vXlFoXmHUdsbpfX,Lil Peep;Lil Tracy,CASTLES II,witchblades,65,149360,True,0.634,0.54,8,-7.002,1,0.0777,0.0223,0.0,0.302,0.543,143.968,4,emo
476,3zxZn5a0sTfDIphG3tzk79,The Jayhawks,Back Roads And Abandoned Motels,Backwards Women,24,216493,False,0.616,0.707,4,-5.116,1,0.0273,0.152,5.74e-06,0.11,0.671,130.535,4,power-pop
477,11FcfHd3SOmmrWJPGe7Y30,Elton John,Caribou,Don't Let The Sun Go Down On Me,62,336733,False,0.424,0.446,0,-8.526,1,0.0261,0.121,1.89e-06,0.0921,0.354,139.701,4,piano
478,76LwmTwPzaW2wM6P9oH5QT,Willie Gonzalez,Siempre Contigo,Un Hombre Normal,27,241250,False,0.625,0.709,5,-7.383,1,0.0375,0.64,3.43e-06,0.073,0.688,93.265,4,salsa
479,572afBiucwePeZgB1BBRfC,Shane & Shane,"Psalms, Vol. 2",Psalm 91 (On Eagles' Wings),46,244639,False,0.37,0.271,9,-8.894,1,0.03,0.157,0.0,0.116,0.112,123.921,4,world-music
480,3zPkRzACNkM3NuTlyvjT2P,Anberlin,Alternative Christmas 2022,"Christmas, Baby Please Come Home",0,162911,False,0.438,0.907,8,-4.996,1,0.0361,4.32e-05,0.0,0.115,0.545,75.051,4,punk
481,1jKYhH2LpyOpfCDfklX9oc,PXNDX,Sangre Fría,Pasar Desapercibido,41,182773,False,0.296,0.947,6,-3.766,1,0.0705,0.0382,0.000254,0.198,0.573,176.043,4,punk-rock
482,5wknb8tLDs7cCUCAUrOlss,Chase & Status;New Kidz;Traumatize,RTRN II JUNGLE: REVISITED,Bubble - Traumatize Remix,18,267484,False,0.617,0.99,3,-2.499,1,0.0798,0.0291,0.0101,0.126,0.45,173.065,4,drum-and-bass
483,2jIH65qxOq2b959uTjLADJ,Felp 22;Medellin;JP Diazz,Joias do Bairro,Ouro Rose,43,146822,True,0.748,0.689,7,-5.981,1,0.06,0.0537,0.0,0.243,0.355,120.026,4,funk
484,2b4o1ncG5nBdAGOwBpPioI,Tony Rice Unit,Manzanita,Hold Whatcha Got,21,168106,False,0.678,0.489,5,-11.556,1,0.0358,0.28,8.58e-06,0.107,0.899,104.836,4,bluegrass
485,5fPjBlGWfLeL32kCibVhND,Otaku,Anime Lofi Vol. 3,Chala Head Chala (DBZ),55,107448,False,0.73,0.162,9,-16.627,1,0.0672,0.265,0.893,0.0987,0.152,170.026,4,anime
486,6IRzBP4gVoV4D2zHmocoWy,The Strokes,The New Abnormal,Eternal Summer,62,375320,False,0.617,0.78,7,-4.466,0,0.0376,0.0141,0.0112,0.0833,0.326,93.951,4,garage
487,7cQv4jReT6EeuGsAREDbh3,General Midi,4 Million Ways,4 Million Ways - General Midi Mix,14,346186,False,0.673,0.911,2,-4.014,1,0.0593,0.00033,0.227,0.058,0.913,125.983,4,breakbeat
488,5MbD9viR57TKyarUgkrJLm,The Devil Wears Prada,Dead Throne,R.I.T.,26,169413,False,0.382,0.983,1,-2.395,0,0.114,0.000184,0.000178,0.313,0.294,143.523,4,metalcore
489,5U0t4SMp344ER0F4jYb6xI,Don Henley,Обратно в клас - rock,The Boys Of Summer,0,288333,False,0.516,0.775,6,-6.409,1,0.0412,0.396,0.00129,0.21,0.858,177.401,4,folk
490,0armmWaLqevs0Cqhb1fms5,Rashid Beibutov;Tofiq Quliyev,Baku gözel çeher,Baku gözel çeher,10,176506,False,0.525,0.535,8,-6.597,1,0.0673,0.965,4.06e-05,0.391,0.668,93.768,4,romance
491,1KEoX725KP0JPm2i71c1kB,Chronic Law,1 Law,1 Law,28,180976,False,0.555,0.581,1,-9.111,1,0.488,0.292,0.0,0.114,0.544,62.402,3,j-dance
492,5xafH3RXDs4GQqc0O5IhUa,Lucas Estrada;NEIMY;Pawl,Radio Love,Radio Love,39,169917,False,0.74,0.756,9,-6.387,0,0.035,0.0248,0.000252,0.0664,0.46,120.021,4,deep-house
493,0CNtGh7bzssbfA85XOQABG,Sissy Bar,Statutory Grape,Trailer Song,17,181360,False,0.72,0.536,0,-12.534,1,0.0304,0.192,0.00142,0.05,0.791,116.569,4,club
494,2rg5wrJAvnqqrYs501kWmw,Raimundos;Oriente,Acústico - Ao Vivo,Dubmundos - Ao Vivo | Acústico,35,311893,False,0.607,0.904,1,-3.476,1,0.068,0.414,0.0,0.435,0.789,97.052,4,hard-rock
